target,source_id,cell_id,condition_id,discharge_stage,sample_count,model_mae,model_p95_absolute_error,physical_mae,physical_max_absolute_error
soc,mit_stanford_fast_charge,b1c41,8C(15%)-3.6C,50-75%,1261,,,2.4387928455286943e-17,5.551115123125783e-17
soc,mit_stanford_fast_charge,b1c41,8C(15%)-3.6C,75-100%,5366,,,4.323602174008532e-17,9.985502008591496e-17
soc,mit_stanford_fast_charge,b1c41,8C(15%)-3.6C,>100%,295,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,0-25%,5438,,,4.0117474133660034e-17,1.1102230246251565e-16
soc,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,25-50%,880,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,50-75%,861,,,2.45641679664451e-17,5.551115123125783e-17
soc,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,75-100%,3704,,,4.3743785344590886e-17,9.996344030316351e-17
soc,mit_stanford_fast_charge,b1c42,8C(25%)-3.6C,>100%,146,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c43,8C(25%)-3.6C,0-25%,5428,,,3.6816533609529876e-17,1.1102230246251565e-16
soc,mit_stanford_fast_charge,b1c43,8C(25%)-3.6C,25-50%,786,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c43,8C(25%)-3.6C,50-75%,783,,,2.4458936366263027e-17,5.551115123125783e-17
soc,mit_stanford_fast_charge,b1c43,8C(25%)-3.6C,75-100%,3492,,,4.309499154308421e-17,9.974659986866641e-17
soc,mit_stanford_fast_charge,b1c43,8C(25%)-3.6C,>100%,119,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c44,8C(35%)-3.6C,0-25%,4869,,,5.0323725926221413e-17,1.1102230246251565e-16
soc,mit_stanford_fast_charge,b1c44,8C(35%)-3.6C,25-50%,787,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c44,8C(35%)-3.6C,50-75%,778,,,2.561504279180149e-17,5.551115123125783e-17
soc,mit_stanford_fast_charge,b1c44,8C(35%)-3.6C,75-100%,3291,,,4.262414244318567e-17,9.996344030316351e-17
soc,mit_stanford_fast_charge,b1c44,8C(35%)-3.6C,>100%,101,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c45,8C(35%)-3.6C,0-25%,3391,,,4.5705436224615704e-17,1.1102230246251565e-16
soc,mit_stanford_fast_charge,b1c45,8C(35%)-3.6C,25-50%,831,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c45,8C(35%)-3.6C,50-75%,750,,,2.3906802463595036e-17,5.551115123125783e-17
soc,mit_stanford_fast_charge,b1c45,8C(35%)-3.6C,75-100%,3127,,,4.272530687639663e-17,9.977370492297855e-17
soc,mit_stanford_fast_charge,b1c45,8C(35%)-3.6C,>100%,93,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c5,4.4C(80%)-4.4C,0-25%,4965,,,3.6358965519446216e-17,1.1102230246251565e-16
soc,mit_stanford_fast_charge,b1c5,4.4C(80%)-4.4C,25-50%,1408,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c5,4.4C(80%)-4.4C,50-75%,1342,,,2.4529145067165344e-17,5.551115123125783e-17
soc,mit_stanford_fast_charge,b1c5,4.4C(80%)-4.4C,75-100%,5366,,,4.306490107948629e-17,9.974659986866641e-17
soc,mit_stanford_fast_charge,b1c5,4.4C(80%)-4.4C,>100%,335,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c6,4.8C(80%)-4.8C,0-25%,5178,,,4.8113952631495777e-17,1.1102230246251565e-16
soc,mit_stanford_fast_charge,b1c6,4.8C(80%)-4.8C,25-50%,719,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c6,4.8C(80%)-4.8C,50-75%,790,,,2.3188202413057067e-17,5.551115123125783e-17
soc,mit_stanford_fast_charge,b1c6,4.8C(80%)-4.8C,75-100%,3380,,,4.352880663973387e-17,9.980080997729068e-17
soc,mit_stanford_fast_charge,b1c6,4.8C(80%)-4.8C,>100%,137,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c7,4.8C(80%)-4.8C,0-25%,6081,,,3.3903702626688305e-17,1.1102230246251565e-16
soc,mit_stanford_fast_charge,b1c7,4.8C(80%)-4.8C,25-50%,1092,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c7,4.8C(80%)-4.8C,50-75%,1120,,,2.522783569349128e-17,5.551115123125783e-17
soc,mit_stanford_fast_charge,b1c7,4.8C(80%)-4.8C,75-100%,4479,,,4.344206640528492e-17,9.986857261307103e-17
soc,mit_stanford_fast_charge,b1c7,4.8C(80%)-4.8C,>100%,252,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c8,5.4C(40%)-3.6C,0-25%,7387,,,4.683166298540663e-17,1.1102230246251565e-16
soc,mit_stanford_fast_charge,b1c8,5.4C(40%)-3.6C,25-50%,1122,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c8,5.4C(40%)-3.6C,50-75%,1089,,,2.3499210943627052e-17,5.551115123125783e-17
soc,mit_stanford_fast_charge,b1c8,5.4C(40%)-3.6C,75-100%,4546,,,4.2702928730699605e-17,9.996344030316351e-17
soc,mit_stanford_fast_charge,b1c8,5.4C(40%)-3.6C,>100%,240,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c9,5.4C(40%)-3.6C,0-25%,10639,,,4.371392283254799e-17,1.1102230246251565e-16
soc,mit_stanford_fast_charge,b1c9,5.4C(40%)-3.6C,25-50%,1175,,,0.0,0.0
soc,mit_stanford_fast_charge,b1c9,5.4C(40%)-3.6C,50-75%,1213,,,2.5902153006506125e-17,5.551115123125783e-17
soc,mit_stanford_fast_charge,b1c9,5.4C(40%)-3.6C,75-100%,5418,,,4.296223680030496e-17,9.990923019453923e-17
soc,mit_stanford_fast_charge,b1c9,5.4C(40%)-3.6C,>100%,363,,,0.0,0.0
soc,oxford_battery_degradation_1,Cell1,temperature_0c,0-25%,17,,,7.18379604169219e-17,2.220446049250313e-16
soc,oxford_battery_degradation_1,Cell1,temperature_0c,25-50%,16,,,5.551115123125783e-17,1.1102230246251565e-16
soc,oxford_battery_degradation_1,Cell1,temperature_0c,50-75%,17,,,4.5715065719859385e-17,1.6653345369377348e-16
soc,oxford_battery_degradation_1,Cell1,temperature_0c,75-100%,16,,,5.2909066017292616e-17,9.020562075079397e-17
soc,oxford_battery_degradation_1,Cell1,temperature_0c,>100%,1,,,0.0,0.0
soc,oxford_battery_degradation_1,Cell1,temperature_40c,0-25%,1211,,,7.242577947595984e-17,3.3306690738754696e-16
soc,oxford_battery_degradation_1,Cell1,temperature_40c,25-50%,1171,,,5.1671353409112754e-17,2.220446049250313e-16
soc,oxford_battery_degradation_1,Cell1,temperature_40c,50-75%,1174,,,6.260371740220218e-17,1.6653345369377348e-16
soc,oxford_battery_degradation_1,Cell1,temperature_40c,75-100%,1167,,,4.8653000543446877e-17,1.942890293094024e-16
soc,oxford_battery_degradation_1,Cell1,temperature_40c,>100%,26,,,0.0,0.0
soc,oxford_battery_degradation_1,Cell2,temperature_40c,0-25%,1140,,,7.304098846218136e-17,3.3306690738754696e-16
soc,oxford_battery_degradation_1,Cell2,temperature_40c,25-50%,1108,,,5.160332650559166e-17,2.220446049250313e-16
soc,oxford_battery_degradation_1,Cell2,temperature_40c,50-75%,1108,,,5.936887563992828e-17,1.6653345369377348e-16
soc,oxford_battery_degradation_1,Cell2,temperature_40c,75-100%,1092,,,5.284092640531047e-17,2.220446049250313e-16
soc,oxford_battery_degradation_1,Cell2,temperature_40c,>100%,26,,,0.0,0.0
soc,oxford_battery_degradation_1,Cell3,temperature_40c,0-25%,1209,,,7.557597595256442e-17,3.3306690738754696e-16
soc,oxford_battery_degradation_1,Cell3,temperature_40c,25-50%,1169,,,5.156981200782378e-17,2.220446049250313e-16
soc,oxford_battery_degradation_1,Cell3,temperature_40c,50-75%,1169,,,5.874020023358934e-17,1.6653345369377348e-16
soc,oxford_battery_degradation_1,Cell3,temperature_40c,75-100%,1163,,,4.909639082734334e-17,1.942890293094024e-16
soc,oxford_battery_degradation_1,Cell3,temperature_40c,>100%,20,,,0.0,0.0
soc,oxford_battery_degradation_1,Cell4,temperature_40c,0-25%,757,,,7.142385904787995e-17,3.3306690738754696e-16
soc,oxford_battery_degradation_1,Cell4,temperature_40c,25-50%,734,,,5.157848111678179e-17,2.220446049250313e-16
soc,oxford_battery_degradation_1,Cell4,temperature_40c,50-75%,737,,,6.003037656894504e-17,1.6653345369377348e-16
soc,oxford_battery_degradation_1,Cell4,temperature_40c,75-100%,734,,,4.5567999946832374e-17,1.942890293094024e-16
soc,oxford_battery_degradation_1,Cell4,temperature_40c,>100%,12,,,0.0,0.0
soc,oxford_battery_degradation_1,Cell5,temperature_40c,0-25%,761,,,6.929775777883697e-17,3.3306690738754696e-16
soc,oxford_battery_degradation_1,Cell5,temperature_40c,25-50%,738,,,4.498058053698127e-17,2.220446049250313e-16
soc,oxford_battery_degradation_1,Cell5,temperature_40c,50-75%,737,,,5.96537744574711e-17,1.6653345369377348e-16
soc,oxford_battery_degradation_1,Cell5,temperature_40c,75-100%,720,,,4.3401561170921806e-17,1.942890293094024e-16
soc,oxford_battery_degradation_1,Cell5,temperature_40c,>100%,11,,,0.0,0.0
soc,oxford_battery_degradation_1,Cell6,temperature_40c,0-25%,750,,,7.179442225909345e-17,3.3306690738754696e-16
soc,oxford_battery_degradation_1,Cell6,temperature_40c,25-50%,728,,,5.063105002411428e-17,2.220446049250313e-16
soc,oxford_battery_degradation_1,Cell6,temperature_40c,50-75%,734,,,5.649431875987684e-17,1.6653345369377348e-16
soc,oxford_battery_degradation_1,Cell6,temperature_40c,75-100%,723,,,4.469904628834066e-17,1.942890293094024e-16
soc,oxford_battery_degradation_1,Cell6,temperature_40c,>100%,15,,,0.0,0.0
soc,oxford_battery_degradation_1,Cell7,temperature_40c,0-25%,1236,,,7.257768639944389e-17,3.3306690738754696e-16
soc,oxford_battery_degradation_1,Cell7,temperature_40c,25-50%,1193,,,5.0067056768510834e-17,2.220446049250313e-16
soc,oxford_battery_degradation_1,Cell7,temperature_40c,50-75%,1200,,,6.41616389647955e-17,1.6653345369377348e-16
soc,oxford_battery_degradation_1,Cell7,temperature_40c,75-100%,1196,,,4.6069500182659984e-17,1.942890293094024e-16
soc,oxford_battery_degradation_1,Cell7,temperature_40c,>100%,29,,,0.0,0.0
soc,oxford_battery_degradation_1,Cell8,temperature_40c,0-25%,1194,,,6.908674265464751e-17,3.3306690738754696e-16
soc,oxford_battery_degradation_1,Cell8,temperature_40c,25-50%,1162,,,5.168938522566349e-17,2.220446049250313e-16
soc,oxford_battery_degradation_1,Cell8,temperature_40c,50-75%,1159,,,6.255182356171072e-17,1.6653345369377348e-16
soc,oxford_battery_degradation_1,Cell8,temperature_40c,75-100%,1159,,,4.650764777122161e-17,1.942890293094024e-16
soc,oxford_battery_degradation_1,Cell8,temperature_40c,>100%,23,,,0.0,0.0
soe,calce_a123_dynamic_0c,A1-007-DST-US06-FUDS-0,ambient_0c,0-25%,4,,,2.7755575615628914e-17,1.1102230246251565e-16
soe,calce_a123_dynamic_0c,A1-007-DST-US06-FUDS-0,ambient_0c,25-50%,3,,,0.0,0.0
soe,calce_a123_dynamic_0c,A1-007-DST-US06-FUDS-0,ambient_0c,50-75%,4,,,5.551115123125783e-17,1.1102230246251565e-16
soe,calce_a123_dynamic_0c,A1-007-DST-US06-FUDS-0,ambient_0c,75-100%,21,,,4.380176776841438e-17,1.8995222061946038e-16
soe,calce_a123_dynamic_0c,A1-007-DST-US06-FUDS-0,ambient_0c,>100%,433,,,0.0,0.0
soe,calce_a123_dynamic_0c,A1-008-DST-US06-FUDS-0,ambient_0c,0-25%,4,,,0.0,0.0
soe,calce_a123_dynamic_0c,A1-008-DST-US06-FUDS-0,ambient_0c,25-50%,3,,,0.0,0.0
soe,calce_a123_dynamic_0c,A1-008-DST-US06-FUDS-0,ambient_0c,50-75%,5,,,5.551115123125783e-17,1.6653345369377348e-16
soe,calce_a123_dynamic_0c,A1-008-DST-US06-FUDS-0,ambient_0c,75-100%,20,,,5.2925329049879896e-17,2.914335439641036e-16
soe,calce_a123_dynamic_0c,A1-008-DST-US06-FUDS-0,ambient_0c,>100%,430,,,0.0,0.0
soe,calce_a123_dynamic_25c,A1-007-DST-US06-FUDS-25,ambient_25c,0-25%,4,,,0.0,0.0
soe,calce_a123_dynamic_25c,A1-007-DST-US06-FUDS-25,ambient_25c,25-50%,3,,,0.0,0.0
soe,calce_a123_dynamic_25c,A1-007-DST-US06-FUDS-25,ambient_25c,50-75%,4,,,5.551115123125783e-17,1.1102230246251565e-16
soe,calce_a123_dynamic_25c,A1-007-DST-US06-FUDS-25,ambient_25c,75-100%,6,,,7.806255641895632e-17,2.0990154059319366e-16
soe,calce_a123_dynamic_25c,A1-007-DST-US06-FUDS-25,ambient_25c,>100%,473,,,0.0,0.0
soe,calce_a123_dynamic_25c,A1-008-DST-US06-FUDS-25,ambient_25c,0-25%,4,,,0.0,0.0
soe,calce_a123_dynamic_25c,A1-008-DST-US06-FUDS-25,ambient_25c,25-50%,3,,,0.0,0.0
soe,calce_a123_dynamic_25c,A1-008-DST-US06-FUDS-25,ambient_25c,50-75%,4,,,2.7755575615628914e-17,5.551115123125783e-17
soe,calce_a123_dynamic_25c,A1-008-DST-US06-FUDS-25,ambient_25c,75-100%,4,,,4.683753385137379e-17,5.551115123125783e-17
soe,calce_a123_dynamic_25c,A1-008-DST-US06-FUDS-25,ambient_25c,>100%,488,,,0.0,0.0
soe,calce_a123_dynamic_50c,A1-007-DST-US06-FUDS-50,ambient_50c,0-25%,4,,,2.7755575615628914e-17,1.1102230246251565e-16
soe,calce_a123_dynamic_50c,A1-007-DST-US06-FUDS-50,ambient_50c,25-50%,3,,,0.0,0.0
soe,calce_a123_dynamic_50c,A1-007-DST-US06-FUDS-50,ambient_50c,50-75%,4,,,1.3877787807814457e-17,5.551115123125783e-17
soe,calce_a123_dynamic_50c,A1-007-DST-US06-FUDS-50,ambient_50c,75-100%,3,,,3.932039878880763e-17,5.551115123125783e-17
soe,calce_a123_dynamic_50c,A1-007-DST-US06-FUDS-50,ambient_50c,>100%,482,,,0.0,0.0
soe,calce_a123_dynamic_50c,A1-008-DST-US06-FUDS-50,ambient_50c,0-25%,4,,,2.7755575615628914e-17,1.1102230246251565e-16
soe,calce_a123_dynamic_50c,A1-008-DST-US06-FUDS-50,ambient_50c,25-50%,3,,,0.0,0.0
soe,calce_a123_dynamic_50c,A1-008-DST-US06-FUDS-50,ambient_50c,50-75%,4,,,2.7755575615628914e-17,5.551115123125783e-17
soe,calce_a123_dynamic_50c,A1-008-DST-US06-FUDS-50,ambient_50c,75-100%,3,,,2.7755575615628914e-17,5.551115123125783e-17
soe,calce_a123_dynamic_50c,A1-008-DST-US06-FUDS-50,ambient_50c,>100%,493,,,0.0,0.0
soe,calce_a123_dynamic_temperature,A1-007-DST-US06-FUDS-N10,ambient_-10c,0-25%,4,,,0.0,0.0
soe,calce_a123_dynamic_temperature,A1-007-DST-US06-FUDS-N10,ambient_-10c,25-50%,5,,,0.0,0.0
soe,calce_a123_dynamic_temperature,A1-007-DST-US06-FUDS-N10,ambient_-10c,50-75%,7,,,7.93016446160826e-18,5.551115123125783e-17
soe,calce_a123_dynamic_temperature,A1-007-DST-US06-FUDS-N10,ambient_-10c,75-100%,28,,,4.5056344568004747e-17,1.942890293094024e-16
soe,calce_a123_dynamic_temperature,A1-007-DST-US06-FUDS-N10,ambient_-10c,>100%,352,,,0.0,0.0
soe,calce_a123_dynamic_temperature,A1-008-DST-US06-FUDS-N10,ambient_-10c,0-25%,5,,,2.2204460492503132e-17,1.1102230246251565e-16
soe,calce_a123_dynamic_temperature,A1-008-DST-US06-FUDS-N10,ambient_-10c,25-50%,6,,,1.850371707708594e-17,1.1102230246251565e-16
soe,calce_a123_dynamic_temperature,A1-008-DST-US06-FUDS-N10,ambient_-10c,50-75%,9,,,1.850371707708594e-17,5.551115123125783e-17
soe,calce_a123_dynamic_temperature,A1-008-DST-US06-FUDS-N10,ambient_-10c,75-100%,25,,,5.2284565565940967e-17,1.942890293094024e-16
soe,calce_a123_dynamic_temperature,A1-008-DST-US06-FUDS-N10,ambient_-10c,>100%,220,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c0,3.6C(80%)-3.6C,0-25%,4173,,,2.7482875256117583e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c0,3.6C(80%)-3.6C,25-50%,1418,,,1.3466739085721222e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c0,3.6C(80%)-3.6C,50-75%,1748,,,3.582184129797416e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c0,3.6C(80%)-3.6C,75-100%,5316,,,5.3912975011289356e-17,4.3021142204224816e-16
soe,mit_stanford_fast_charge,b1c0,3.6C(80%)-3.6C,>100%,1032,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c1,3.6C(80%)-3.6C,0-25%,3850,,,4.20154531656845e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c1,3.6C(80%)-3.6C,25-50%,1424,,,1.1616799906541316e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c1,3.6C(80%)-3.6C,50-75%,1743,,,3.407741354988289e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c1,3.6C(80%)-3.6C,75-100%,5542,,,5.2289486634787554e-17,3.660266534311063e-16
soe,mit_stanford_fast_charge,b1c1,3.6C(80%)-3.6C,>100%,739,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c10,5.4C(50%)-3C,0-25%,5310,,,3.562749593147395e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c10,5.4C(50%)-3C,25-50%,1082,,,1.2518226340505462e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c10,5.4C(50%)-3C,50-75%,1201,,,3.74388280577176e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c10,5.4C(50%)-3C,75-100%,4556,,,5.2361214598016425e-17,3.191891195797325e-16
soe,mit_stanford_fast_charge,b1c10,5.4C(50%)-3C,>100%,414,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c11,5.4C(50%)-3C,0-25%,2117,,,5.343964393448439e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c11,5.4C(50%)-3C,25-50%,897,,,1.2995921692936616e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c11,5.4C(50%)-3C,50-75%,1082,,,3.437381823007647e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c11,5.4C(50%)-3C,75-100%,4122,,,5.355160893621087e-17,3.217912047936977e-16
soe,mit_stanford_fast_charge,b1c11,5.4C(50%)-3C,>100%,294,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c12,5.4C(50%)-3.6C,0-25%,7578,,,4.738006415462861e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c12,5.4C(50%)-3.6C,25-50%,975,,,1.3094938239168513e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c12,5.4C(50%)-3.6C,50-75%,1102,,,3.8988775910157494e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c12,5.4C(50%)-3.6C,75-100%,4731,,,5.412884682052039e-17,3.7470027081099033e-16
soe,mit_stanford_fast_charge,b1c12,5.4C(50%)-3.6C,>100%,366,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c13,5.4C(50%)-3.6C,0-25%,7431,,,4.910917887152321e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c13,5.4C(50%)-3.6C,25-50%,948,,,1.2765222540521314e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c13,5.4C(50%)-3.6C,50-75%,1093,,,3.8446424045802536e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c13,5.4C(50%)-3.6C,75-100%,4772,,,5.19515165711891e-17,3.384879182499745e-16
soe,mit_stanford_fast_charge,b1c13,5.4C(50%)-3.6C,>100%,359,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c14,5.4C(60%)-3C,0-25%,6631,,,4.2761417657859296e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c14,5.4C(60%)-3C,25-50%,974,,,1.2424467113361607e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c14,5.4C(60%)-3C,50-75%,1039,,,3.654439599824866e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c14,5.4C(60%)-3C,75-100%,4658,,,5.210978878033072e-17,3.122502256758253e-16
soe,mit_stanford_fast_charge,b1c14,5.4C(60%)-3C,>100%,342,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c15,5.4C(60%)-3C,0-25%,5688,,,4.928468947219621e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c15,5.4C(60%)-3C,25-50%,783,,,1.2902975126550351e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c15,5.4C(60%)-3C,50-75%,851,,,3.7833687090634005e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c15,5.4C(60%)-3C,75-100%,3848,,,5.228124995144253e-17,3.469446951953614e-16
soe,mit_stanford_fast_charge,b1c15,5.4C(60%)-3C,>100%,284,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c16,5.4C(60%)-3.6C,0-25%,2531,,,4.105763536345897e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c16,5.4C(60%)-3.6C,25-50%,1062,,,1.327667835474528e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c16,5.4C(60%)-3.6C,50-75%,1236,,,3.318991970865658e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c16,5.4C(60%)-3.6C,75-100%,4286,,,5.235778759413471e-17,3.9584221317445767e-16
soe,mit_stanford_fast_charge,b1c16,5.4C(60%)-3.6C,>100%,310,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c17,5.4C(60%)-3.6C,0-25%,5407,,,3.817097471385548e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c17,5.4C(60%)-3.6C,25-50%,978,,,1.1692532876931608e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c17,5.4C(60%)-3.6C,50-75%,1062,,,3.737332686473573e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c17,5.4C(60%)-3.6C,75-100%,4486,,,5.26629272305085e-17,3.2189962501094627e-16
soe,mit_stanford_fast_charge,b1c17,5.4C(60%)-3.6C,>100%,300,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c18,5.4C(70%)-3C,0-25%,3797,,,3.318680887409936e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c18,5.4C(70%)-3C,25-50%,768,,,1.1709383462843448e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c18,5.4C(70%)-3C,50-75%,880,,,3.532527805625498e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c18,5.4C(70%)-3C,75-100%,3587,,,5.323590502650117e-17,3.3219954564955856e-16
soe,mit_stanford_fast_charge,b1c18,5.4C(70%)-3C,>100%,263,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c19,5.4C(70%)-3C,0-25%,5337,,,4.913522173814165e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c19,5.4C(70%)-3C,25-50%,877,,,1.1140208228849918e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c19,5.4C(70%)-3C,50-75%,1001,,,3.721077170446953e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c19,5.4C(70%)-3C,75-100%,4159,,,5.528236766275384e-17,3.885780586188048e-16
soe,mit_stanford_fast_charge,b1c19,5.4C(70%)-3C,>100%,270,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c2,3.6C(80%)-3.6C,0-25%,5832,,,3.2134027187367354e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c2,3.6C(80%)-3.6C,25-50%,1432,,,1.3335081022034003e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c2,3.6C(80%)-3.6C,50-75%,1622,,,3.490836883839888e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c2,3.6C(80%)-3.6C,75-100%,5687,,,5.2577887652318965e-17,3.2612801348363973e-16
soe,mit_stanford_fast_charge,b1c2,3.6C(80%)-3.6C,>100%,727,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c20,5.4C(80%)-5.4C,0-25%,4068,,,4.655950049190062e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c20,5.4C(80%)-5.4C,25-50%,568,,,1.3291402407484268e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c20,5.4C(80%)-5.4C,50-75%,640,,,3.564856743132339e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c20,5.4C(80%)-5.4C,75-100%,2844,,,5.524821004576227e-17,3.209238430557093e-16
soe,mit_stanford_fast_charge,b1c20,5.4C(80%)-5.4C,>100%,122,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c21,5.4C(80%)-5.4C,0-25%,3493,,,4.678638111217379e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c21,5.4C(80%)-5.4C,25-50%,606,,,1.0625896935356284e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c21,5.4C(80%)-5.4C,50-75%,682,,,3.630201385504544e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c21,5.4C(80%)-5.4C,75-100%,2980,,,5.3249827371973024e-17,3.213575239247035e-16
soe,mit_stanford_fast_charge,b1c21,5.4C(80%)-5.4C,>100%,143,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c22,6C(30%)-3.6C,0-25%,7599,,,4.9060783217413813e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c22,6C(30%)-3.6C,25-50%,1044,,,1.446267541657292e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c22,6C(30%)-3.6C,50-75%,1154,,,3.7809154998066424e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c22,6C(30%)-3.6C,75-100%,4537,,,5.3824813001334314e-17,3.20273321752218e-16
soe,mit_stanford_fast_charge,b1c22,6C(30%)-3.6C,>100%,407,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c23,6C(30%)-3.6C,0-25%,6906,,,4.90967436606607e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c23,6C(30%)-3.6C,25-50%,1153,,,1.3191721975164479e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c23,6C(30%)-3.6C,50-75%,1305,,,3.6582061347802093e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c23,6C(30%)-3.6C,75-100%,5173,,,5.155139124265697e-17,4.3021142204224816e-16
soe,mit_stanford_fast_charge,b1c23,6C(30%)-3.6C,>100%,443,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c24,6C(40%)-3C,0-25%,9463,,,3.459841170474043e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c24,6C(40%)-3C,25-50%,1135,,,1.3009661874462186e-17,2.220446049250313e-16
soe,mit_stanford_fast_charge,b1c24,6C(40%)-3C,50-75%,1211,,,3.520442951742858e-17,2.7755575615628914e-16
soe,mit_stanford_fast_charge,b1c24,6C(40%)-3C,75-100%,5182,,,5.19201378066847e-17,3.226585665316861e-16
soe,mit_stanford_fast_charge,b1c24,6C(40%)-3C,>100%,462,,,0.0,0.0
soe,mit_stanford_fast_charge,b1c25,6C(40%)-3C,0-25%,9196,,,4.88227698084399e-17,2.220446049250313e-16
